element,parent,trade_value,color,dummy_value
Blown Glass,Glass and glassware,78334.0,0.0008814237805962095,1.0432098765432098
Float Glass,Glass and glassware,1135847.0,0.012780689827135889,1.0432098765432098
Glass with Edge Workings,Glass and glassware,5798.0,6.523980748968292e-05,1.0432098765432098
Safety Glass,Glass and glassware,2661967.0,0.029952779341822836,1.0432098765432098
Insulating Glass,Glass and glassware,33755.0,0.0003798154021756204,1.0432098765432098
Glass Mirrors,Glass and glassware,420095.0,0.004726960491096646,1.0432098765432098
Glass Bottles,Glass and glassware,88872120.0,1.0,1.0432098765432098
Glass Bulbs,Glass and glassware,760.0,8.551613261841847e-06,1.0432098765432098
Interior Decorative Glassware,Glass and glassware,1496441.0,0.016838137764689308,1.0432098765432098
Eyewear and Clock Glass,Glass and glassware,2.0,2.2504245425899597e-08,1.0432098765432098
Glass Bricks,Glass and glassware,1094270.0,0.012312860321099576,1.0432098765432098
Laboratory Glassware,Glass and glassware,9856757.0,0.11090943931572692,1.0432098765432098
Glass Beads,Glass and glassware,35142.0,0.0003954220963784818,1.0432098765432098
Glass Fibers,Glass and glassware,14289782.0,0.16079038060530118,1.0432098765432098
Other Glass Articles,Glass and glassware,50458.0,0.0005677596078500209,1.0432098765432098
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",Stone And Glass,29912397.0,0.24783644357368848,18.77777777777778
Curbstones,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",52006.0,0.003029477610549195,1.3412698412698414
Building Stone,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",26887.0,0.001566233982902669,1.3412698412698414
Slate,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",26309.0,0.0015325640590689298,1.3412698412698414
Milling Stones,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",108364.0,0.006312469941728896,1.3412698412698414
Abrasive Powder,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",10586211.0,0.6166728686122679,1.3412698412698414
Rock Wool,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",29924.0,0.0017431467141882497,1.3412698412698414
Asphalt,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",9205.0,0.0005362139254144779,1.3412698412698414
Vegetable Fiber,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",236792.0,0.01379371730871755,1.3412698412698414
Plaster Articles,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",122598.0,0.007141635505482256,1.3412698412698414
Cement Articles,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1150278.0,0.06700652707201682,1.3412698412698414
Asbestos Cement Articles,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",17166656.0,1.0,1.3412698412698414
Asbestos Fibres,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",572.0,3.332040905345805e-05,1.3412698412698414
Friction Material,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",514.0000000000001,2.9941766177408116e-05,1.3412698412698414
Other Stone Articles,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",396081.0,0.023072693948081677,1.3412698412698414
Textiles,Exportations,161454666.0,0.039358689620487414,56.333333333333336
Carpets and other textile floor coverings,Textiles,93948.0,0.0024608457228006125,4.023809523809524
Knotted Carpets,Carpets and other textile floor coverings,4394.0,0.10343204180594134,1.005952380952381
Hand-Woven Rugs,Carpets and other textile floor coverings,34741.0,0.8177816486982722,1.005952380952381
Tufted Carpets,Carpets and other textile floor coverings,42482.0,1.0,1.005952380952381
Other Carpets,Carpets and other textile floor coverings,12331.0,0.29026411185914036,1.005952380952381
Cotton,Textiles,38177119.0,1.0,4.023809523809524
Raw Cotton,Cotton,269899.0,0.011624700223540497,0.3353174603174603
Cotton Waste,Cotton,2220862.0,0.09565376302932799,0.3353174603174603
Prepared Cotton,Cotton,1066498.0,0.04593466274052699,0.3353174603174603
Cotton Sewing Thread,Cotton,10861.0,0.00046778931795921194,0.3353174603174603
Non-Retail Pure Cotton Yarn,Cotton,23217717.0,1.0,0.3353174603174603
Non-Retail Mixed Cotton Yarn,Cotton,10869894.0,0.46817238749184514,0.3353174603174603
Retail Cotton Yarn,Cotton,191171.0,0.008233841423771338,0.3353174603174603
Light Pure Woven Cotton,Cotton,10317.0,0.0004443589350322428,0.3353174603174603
Heavy Pure Woven Cotton,Cotton,122656.0,0.0052828622211219135,0.3353174603174603
Light Mixed Woven Cotton,Cotton,67682.0,0.0029151014287925035,0.3353174603174603
Heavy Mixed Woven Cotton,Cotton,284.0,1.2232038145697099e-05,0.3353174603174603
Other Cotton Fabrics,Cotton,129278.0,0.00556807544858954,0.3353174603174603
Knitted or chrocheted fabrics,Textiles,967311.0,0.025337454091284364,4.023809523809524
Pile Fabric,Knitted or chrocheted fabrics,7617.0,0.007936904888433188,2.011904761904762
Light Rubberized Knitted Fabric,Knitted or chrocheted fabrics,959694.0,1.0,2.011904761904762
Knitted or crocheted apparel and clothing accessories,Textiles,35040836.0,0.9178491441431188,4.023809523809524
Knit Men's Coats,Knitted or crocheted apparel and clothing accessories,19530.0,0.0006257689340040627,0.23669467787114845
Knit Women's Coats,Knitted or crocheted apparel and clothing accessories,8796.0,0.00028183633095236744,0.23669467787114845
Knit Men's Suits,Knitted or crocheted apparel and clothing accessories,776824.0,0.02489054410592791,0.23669467787114845
Knit Women's Suits,Knitted or crocheted apparel and clothing accessories,298322.0,0.009558660518687149,0.23669467787114845
Knit Men's Shirts,Knitted or crocheted apparel and clothing accessories,101564.0,0.0032542547881817016,0.23669467787114845
Knit Women's Shirts,Knitted or crocheted apparel and clothing accessories,68230.0,0.002186186091505233,0.23669467787114845
Knit Men's Undergarments,Knitted or crocheted apparel and clothing accessories,80739.0,0.002586992215184538,0.23669467787114845
Knit Women's Undergarments,Knitted or crocheted apparel and clothing accessories,54760.0,0.0017545881631368396,0.23669467787114845
Knit T-shirts,Knitted or crocheted apparel and clothing accessories,1232329.0,0.039485571155775355,0.23669467787114845
Knit Sweaters,Knitted or crocheted apparel and clothing accessories,275800.0,0.008837023655827983,0.23669467787114845
Knit Babies' Garments,Knitted or crocheted apparel and clothing accessories,55111.0,0.0017658347015820739,0.23669467787114845
Knit Active Wear,Knitted or crocheted apparel and clothing accessories,52560.0,0.0016840970389786758,0.23669467787114845
Garments of Impregnated Fabric,Knitted or crocheted apparel and clothing accessories,3994.0,0.0001279734317671391,0.23669467787114845
Other Knit Garments,Knitted or crocheted apparel and clothing accessories,658057.0,0.02108508076824944,0.23669467787114845
Knit Socks and Hosiery,Knitted or crocheted apparel and clothing accessories,31209603.0,1.0,0.23669467787114845
Knit Gloves,Knitted or crocheted apparel and clothing accessories,61567.0,0.0019726941095662125,0.23669467787114845
Other Knit Clothing Accessories,Knitted or crocheted apparel and clothing accessories,83050.0,0.0026610399369706816,0.23669467787114845
Man-made filaments,Textiles,23146176.0,0.6062839891087644,4.023809523809524
Artificial Filament Sewing Thread,Man-made filaments,11405867.0,1.0,0.5748299319727891
Non-Retail Synthetic Filament Yarn,Man-made filaments,10958376.0,0.9607665949462676,0.5748299319727891
Non-Retail Artificial Filament Yarn,Man-made filaments,8367.0,0.000733569837347744,0.5748299319727891
Synthetic Monofilament,Man-made filaments,72439.0,0.0063510296937532235,0.5748299319727891
Retail Artificial Filament Yarn,Man-made filaments,9220.0,0.0008083559101644793,0.5748299319727891
Synthetic Filament Yarn Woven Fabric,Man-made filaments,656479.0,0.05755625591636304,0.5748299319727891
Artificial Filament Yarn Woven Fabric,Man-made filaments,35428.00000000001,0.0031061207359335337,0.5748299319727891
Man-made staple fibres,Textiles,3762734.0,0.09855992538357858,4.023809523809524
Synthetic Filament Tow,Man-made staple fibres,1586.0,0.0009376509419962979,0.3353174603174603
Artificial Filament Tow,Man-made staple fibres,209.0,0.00012356182022523724,0.3353174603174603
Unprocessed Synthetic Staple Fibers,Man-made staple fibres,167032.0,0.09875013376010443,0.3353174603174603
Non-Retail Artificial Staple Fibers Sewing Thread,Man-made staple fibres,1526587.0,0.9025256863740873,0.3353174603174603
Non-Retail Synthetic Staple Fibers Yarn,Man-made staple fibres,1691461.0,1.0,0.3353174603174603
Non-Retail Artificial Staple Fibers Yarn,Man-made staple fibres,221462.0,0.13092941545799755,0.3353174603174603
Retail Artificial Staple Fibers Yarn,Man-made staple fibres,173.0,0.00010227844449266049,0.3353174603174603
Synthetic Fabrics,Man-made staple fibres,8083.0,0.004778709056844941,0.3353174603174603
Light Synthetic Cotton Fabrics,Man-made staple fibres,35416.0,0.020938112081803836,0.3353174603174603
Heavy Synthetic Cotton Fabrics,Man-made staple fibres,7438.0,0.00439738190830294,0.3353174603174603
Other Synthetic Fabrics,Man-made staple fibres,82856.0,0.048984871658288305,0.3353174603174603
Woven Fabric of Synthetic Staple Fibers,Man-made staple fibres,20431.0,0.012078906933118765,0.3353174603174603
Non-knit or crocheted apparel and clothing accessories,Textiles,14451410.0,0.37853589737874144,4.023809523809524
Non-Knit Men's Coats,Non-knit or crocheted apparel and clothing accessories,188182.0,0.023650709205819437,0.23669467787114845
Non-Knit Women's Coats,Non-knit or crocheted apparel and clothing accessories,57311.0,0.007202845093020149,0.23669467787114845
Non-Knit Men's Suits,Non-knit or crocheted apparel and clothing accessories,2864326.0,0.3599884223606294,0.23669467787114845
Non-Knit Women's Suits,Non-knit or crocheted apparel and clothing accessories,1316035.0,0.165399246950721,0.23669467787114845
Non-Knit Men's Shirts,Non-knit or crocheted apparel and clothing accessories,567287.0,0.07129661643112355,0.23669467787114845
Non-Knit Women's Shirts,Non-knit or crocheted apparel and clothing accessories,241173.0,0.03031061680338763,0.23669467787114845
Non-Knit Men's Undergarments,Non-knit or crocheted apparel and clothing accessories,299424.0,0.0376316010736589,0.23669467787114845
Non-Knit Women's Undergarments,Non-knit or crocheted apparel and clothing accessories,168015.0,0.021116121133879714,0.23669467787114845
Non-Knit Babies' Garments,Non-knit or crocheted apparel and clothing accessories,51130.0,0.006426017162606135,0.23669467787114845
Felt or Coated Fabric Garments,Non-knit or crocheted apparel and clothing accessories,213535.0,0.0268370736322531,0.23669467787114845
Non-Knit Active Wear,Non-knit or crocheted apparel and clothing accessories,287757.0,0.03616529279601122,0.23669467787114845
Other Women's Undergarments,Non-knit or crocheted apparel and clothing accessories,7956717.0,1.0,0.23669467787114845
Handkerchiefs,Non-knit or crocheted apparel and clothing accessories,181.0,2.274807561963056e-05,0.23669467787114845
Scarves,Non-knit or crocheted apparel and clothing accessories,91720.0,0.011527367380290138,0.23669467787114845
Neck Ties,Non-knit or crocheted apparel and clothing accessories,5053.0,0.0006350609177126696,0.23669467787114845
Non-Knit Gloves,Non-knit or crocheted apparel and clothing accessories,8539.0,0.0010731813133482062,0.23669467787114845
Other Non-Knit Clothing Accessories,Non-knit or crocheted apparel and clothing accessories,135025.0,0.016969938732268597,0.23669467787114845
Silk,Textiles,1019.0,2.66913802479438e-05,4.023809523809524
Silk Fabrics,Silk,1019.0,1.0,4.023809523809524
Textile fabrics,Textiles,28938750.0,0.7580129343966474,4.023809523809524
Gum Coated Textile Fabric,Textile fabrics,1779.0,9.561013508277129e-05,0.4023809523809524
Polyamide Fabric,Textile fabrics,15057.0,0.0008092196761895938,0.4023809523809524
Plastic Coated Textile Fabric,Textile fabrics,9488374.0,0.5099408206047527,0.4023809523809524
Linoleum,Textile fabrics,606.0,3.256871380559831e-05,0.4023809523809524
Textile Wall Coverings,Textile fabrics,32000.0,0.0017198000689424852,0.4023809523809524
Rubber Textile Fabric,Textile fabrics,423151.0,0.0227417224679088,0.4023809523809524
Coated Textile Fabric,Textile fabrics,4983.0,0.0002678051169856376,0.4023809523809524
Hose Piping Textiles,Textile fabrics,361336.0,0.01941955242848131,0.4023809523809524
Conveyor Belt Textiles,Textile fabrics,4650.0,0.0002499084475182049,0.4023809523809524
Technical Use Textiles,Textile fabrics,18606814.0,1.0,0.4023809523809524
"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",Textiles,6679397.0,0.17495812085767917,4.023809523809524
Blankets,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",444127.0,0.16173603850547652,0.4023809523809524
House Linens,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",657739.0,0.23952630718365156,0.4023809523809524
Window Dressings,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",379215.0,0.13809728262828938,0.4023809523809524
Bedspreads,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",946699.0,0.3447557701222761,0.4023809523809524
Packing Bags,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",766785.0,0.27923717379358115,0.4023809523809524
"Awnings, Tents, and Sails","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",352512.0,0.12837295279422897,0.4023809523809524
Other Cloth Articles,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",2745999.0,1.0,0.4023809523809524
Packaged Sewing Sets,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",219.0,7.975239612250405e-05,0.4023809523809524
Used Clothing,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",339097.0,0.12348766332398518,0.4023809523809524
Textile Scraps,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",47005.0,0.017117631870951156,0.4023809523809524
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,Textiles,681285.0,0.017845374869696166,4.023809523809524
Jute and Other Textile Fibers,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,48427.0,0.07661033251545195,0.8047619047619048
Coconut and Other Vegetable Fibers,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,632121.0,1.0,0.8047619047619048
Jute Yarn,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,138.0,0.00021831263318257106,0.8047619047619048
Jute Woven Fabric,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,103.0,0.00016294348708554218,0.8047619047619048
Other Vegetable Fibers Fabric,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,496.0,0.000784659898975038,0.8047619047619048
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",Textiles,6044384.0,0.15832478087201918,4.023809523809524
Wadding,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",243413.0,0.04682070895924315,0.5029761904761905
Felt,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",186797.0,0.03593057055892555,0.5029761904761905
Non-woven Textiles,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",254091.0,0.04887463184038261,0.5029761904761905
Rubber Textiles,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",6506.0,0.0012514349376936973,0.5029761904761905
Metallic Yarn,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",94.0,1.808098434417577e-05,0.5029761904761905
Twine and Rope,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5198832.0,1.0,0.5029761904761905
Netting,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",117955.0,0.022688750088481414,0.5029761904761905
Other Articles of Twine and Rope,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",36696.0,0.007058508526530574,0.5029761904761905
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Textiles,52041.0,0.0013631463390414557,4.023809523809524
Wool,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",18.000000000000004,0.0006888897393700487,0.6706349206349206
Non-Retail Carded Wool Yarn,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1499.0000000000002,0.057369206628650166,0.6706349206349206
Non-Retail Animal Hair Yarn,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",26129.0,1.0,0.6706349206349206
Retail Wool or Animal Hair Yarn,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",237.0,0.009070381568372306,0.6706349206349206
Carded Wool or Animal Hair Fabric,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",9731.0,0.3724214474338857,0.6706349206349206
Combed Wool or Animal Hair Fabric,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",14427.0,0.5521451261050939,0.6706349206349206
Woven fabrics,Textiles,3418256.0,0.08953677201257644,4.023809523809524
Woven Fabrics,Woven fabrics,886738.0,0.436902837997635,0.4023809523809524
Terry Fabric,Woven fabrics,271.0,0.00013352384706346077,0.4023809523809524
Tulles and Net Fabric,Woven fabrics,14173.0,0.006983149389042176,0.4023809523809524
Hand-Woven Tapestries,Woven fabrics,5415.0,0.0026680134016554987,0.4023809523809524
Narrow Woven Fabric,Woven fabrics,2029600.0,1.0,0.4023809523809524
Labels,Woven fabrics,444740.0,0.2191269215608987,0.4023809523809524
Ornamental Trimmings,Woven fabrics,236.0,0.00011627906976744187,0.4023809523809524
Metallic Fabric,Woven fabrics,1564.0,0.000770595191170674,0.4023809523809524
Embroidery,Woven fabrics,33607.0,0.016558435159637366,0.4023809523809524
Quilted Textiles,Woven fabrics,1912.0,0.0009420575482853765,0.4023809523809524
Transportation,Exportations,139056874.0,0.03389865699738418,56.333333333333336
"Aircraft, spacecraft and parts thereof",Transportation,5974700.0,0.05581435357740468,14.083333333333334
Non-powered Aircraft,"Aircraft, spacecraft and parts thereof",601.0,0.00011093718850831014,2.816666666666667
"Planes, Helicopters, and/or Spacecraft","Aircraft, spacecraft and parts thereof",555479.0,0.10253457327022897,2.816666666666667
Aircraft Parts,"Aircraft, spacecraft and parts thereof",5417480.0,1.0,2.816666666666667
Parachutes,"Aircraft, spacecraft and parts thereof",990.0,0.00018274179138640106,2.816666666666667
Aircraft Launch Gear,"Aircraft, spacecraft and parts thereof",150.0,2.7688150210060766e-05,2.816666666666667
Railway and other rolling stock,Transportation,1612509.0,0.015063709888822408,14.083333333333334
Other Locomotives,Railway and other rolling stock,113400.0,0.08349882151795555,2.816666666666667
Railway Freight Cars,Railway and other rolling stock,66.0,4.859719770886302e-05,2.816666666666667
Locomotive Parts,Railway and other rolling stock,140474.0,0.1034339810750731,2.816666666666667
Railway Track Fixtures,Railway and other rolling stock,466.0,0.00034312566867166926,2.816666666666667
Shipping containers,Railway and other rolling stock,1358103.0,1.0,2.816666666666667
"Ships, boats and floating structures",Transportation,107045941.0,1.0,14.083333333333334
Passenger and Cargo Ships,"Ships, boats and floating structures",103202348.0,1.0,2.3472222222222223
Fishing Ships,"Ships, boats and floating structures",23270.0,0.00022547936603147827,2.3472222222222223
Recreational Boats,"Ships, boats and floating structures",3101929.0,0.030056767700672858,2.3472222222222223
Special Purpose Ships,"Ships, boats and floating structures",210685.0,0.0020414748703198107,2.3472222222222223
Other Floating Structures,"Ships, boats and floating structures",207709.00000000003,0.002012638317104956,2.3472222222222223
Scrap Vessels,"Ships, boats and floating structures",300000.0,0.0029069106063362047,2.3472222222222223
Vehicles and their parts,Transportation,24423724.0,0.2281611406452114,14.083333333333334
Tractors,Vehicles and their parts,856246.0,0.051824961366391385,0.9388888888888889
Buses,Vehicles and their parts,415788.0,0.025165895124309067,0.9388888888888889
Cars,Vehicles and their parts,2235127.0,0.13528281641488343,0.9388888888888889
Delivery Trucks,Vehicles and their parts,726691.0,0.04398354328114155,0.9388888888888889
Specialized Vehicles,Vehicles and their parts,106203.0,0.006428019952203998,0.9388888888888889
Vehicle Chassis,Vehicles and their parts,150.0,9.078867761085842e-06,0.9388888888888889
Vehicle Bodies,Vehicles and their parts,79446.0,0.004808531520981506,0.9388888888888889
Vehicle Parts,Vehicles and their parts,16521884.0,1.0,0.9388888888888889
Work Trucks,Vehicles and their parts,61875.0,0.0037450329514479097,0.9388888888888889
Motorcycles,Vehicles and their parts,283189.0,0.017140236549294256,0.9388888888888889
Bicycles,Vehicles and their parts,148671.0,0.008998428992722622,0.9388888888888889
Wheelchairs,Vehicles and their parts,1358.0,8.219401613036383e-05,0.9388888888888889
Bi-Wheel Vehicle Parts,Vehicles and their parts,423956.0,0.02566026973679273,0.9388888888888889
Baby Carriages,Vehicles and their parts,29993.0,0.0018153498717216512,0.9388888888888889
Trailers,Vehicles and their parts,2533147.0,0.1533207108826088,0.9388888888888889
Vegetable Products,Exportations,3138359076.0,0.7650550080102589,56.333333333333336
Cereals,Vegetable Products,4033756.0,0.0016232930531010416,6.2592592592592595
Corn,Cereals,49058.0,0.012377000748301689,1.5648148148148149
Rice,Cereals,3963642.0,1.0,1.5648148148148149
Sorghum,Cereals,344.0,8.678886741032617e-05,1.5648148148148149
Buckwheat,Cereals,20712.0,0.0052254971564031265,1.5648148148148149
"Coffee, tea, mate and spices",Vegetable Products,318513549.0,0.12817850941163972,6.2592592592592595
Coffee,"Coffee, tea, mate and spices",308892299.0,1.0,0.625925925925926
Tea,"Coffee, tea, mate and spices",621133.0,0.0020108400306865534,0.625925925925926
Maté,"Coffee, tea, mate and spices",952.0,3.0819803636477192e-06,0.625925925925926
Pepper,"Coffee, tea, mate and spices",1477103.0,0.004781935337274303,0.625925925925926
Vanilla,"Coffee, tea, mate and spices",8051.0,2.606410074341154e-05,0.625925925925926
Cinnamon,"Coffee, tea, mate and spices",142197.0,0.00046034491782522555,0.625925925925926
Cloves,"Coffee, tea, mate and spices",18135.0,5.8709783502890113e-05,0.625925925925926
"Nutmeg, mace and cardamons","Coffee, tea, mate and spices",561847.0,0.0018189090560655253,0.625925925925926
Spice Seeds,"Coffee, tea, mate and spices",91377.0,0.0002958215542952076,0.625925925925926
Spices,"Coffee, tea, mate and spices",6700455.0,0.021691881026791152,0.625925925925926
"Fruit and nuts, edible; peel of citrus fruit or melons",Vegetable Products,2484921618.0,1.0,6.2592592592592595
"Coconuts, Brazil Nuts, and Cashews","Fruit and nuts, edible; peel of citrus fruit or melons",2190660.0,0.0018569592887474813,0.4470899470899471
Other Nuts,"Fruit and nuts, edible; peel of citrus fruit or melons",963325.0,0.0008165828137788007,0.4470899470899471
Bananas,"Fruit and nuts, edible; peel of citrus fruit or melons",1179702761.0,1.0,0.4470899470899471
Tropical Fruits,"Fruit and nuts, edible; peel of citrus fruit or melons",1108507860.0,0.9396501361583234,0.4470899470899471
Citrus,"Fruit and nuts, edible; peel of citrus fruit or melons",341966.0,0.00028987471361864516,0.4470899470899471
Grapes,"Fruit and nuts, edible; peel of citrus fruit or melons",818360.0,0.0006937001650367419,0.4470899470899471
Melons,"Fruit and nuts, edible; peel of citrus fruit or melons",101026293.0,0.0856370743036686,0.4470899470899471
Apples and Pears,"Fruit and nuts, edible; peel of citrus fruit or melons",658668.0,0.0005583338632196353,0.4470899470899471
Pitted Fruits,"Fruit and nuts, edible; peel of citrus fruit or melons",135764.0,0.00011508322646029647,0.4470899470899471
Other Fruits,"Fruit and nuts, edible; peel of citrus fruit or melons",8676403.0,0.007354736537740459,0.4470899470899471
Frozen Fruits and Nuts,"Fruit and nuts, edible; peel of citrus fruit or melons",81581931.0,0.06915464954141953,0.4470899470899471
Preserved Fruits and Nuts,"Fruit and nuts, edible; peel of citrus fruit or melons",93423.0,7.919198215727495e-05,0.4470899470899471
Dried Fruits,"Fruit and nuts, edible; peel of citrus fruit or melons",224196.0,0.00019004448189131602,0.4470899470899471
Citrus and Melon Peels,"Fruit and nuts, edible; peel of citrus fruit or melons",8.0,6.781369226616568e-09,0.4470899470899471
"Lac; gums, resins and other vegetable saps and extracts",Vegetable Products,2945855.0,0.0011854921212247267,6.2592592592592595
Insect Resins,"Lac; gums, resins and other vegetable saps and extracts",49587.0,0.01712099847113596,3.1296296296296298
Vegetable Saps,"Lac; gums, resins and other vegetable saps and extracts",2896268.0,1.0,3.1296296296296298
Oil seeds and oleaginous fruits,Vegetable Products,18768746.0,0.007553053530560094,6.2592592592592595
Soybeans,Oil seeds and oleaginous fruits,5610.0,0.00046027759251353984,0.625925925925926
Ground Nuts,Oil seeds and oleaginous fruits,76071.0,0.006241314926933599,0.625925925925926
Linseed,Oil seeds and oleaginous fruits,20298.0,0.0016653680165489896,0.625925925925926
Sunflower Seeds,Oil seeds and oleaginous fruits,2987.0,0.0002450711530905425,0.625925925925926
Other Oily Seeds,Oil seeds and oleaginous fruits,3363751.0,0.2759820342415351,0.625925925925926
Oil Seed Flower,Oil seeds and oleaginous fruits,28057.0,0.0023019622839843827,0.625925925925926
Sowing Seeds,Oil seeds and oleaginous fruits,12188297.0,1.0,0.625925925925926
Perfume Plants,Oil seeds and oleaginous fruits,2133614.0,0.17505431644798286,0.625925925925926
"Locust beans, seaweed, sugar beet, cane, for food",Oil seeds and oleaginous fruits,948770.0,0.07784270435812321,0.625925925925926
Cereal Straws,Oil seeds and oleaginous fruits,1291.0,0.00010592127841978251,0.625925925925926
"Products of the milling industry; malt, starches, inulin, wheat gluten",Vegetable Products,9363201.0,0.00376800657701872,6.2592592592592595
Wheat Flours,"Products of the milling industry; malt, starches, inulin, wheat gluten",3937070.0,1.0,0.6954732510288066
Cereal Flours,"Products of the milling industry; malt, starches, inulin, wheat gluten",1700535.0,0.4319290741592098,0.6954732510288066
Cereal Meal and Pellets,"Products of the milling industry; malt, starches, inulin, wheat gluten",84220.0,0.021391542441460274,0.6954732510288066
Processed Cereals,"Products of the milling industry; malt, starches, inulin, wheat gluten",2249867.0,0.5714572004053776,0.6954732510288066
Potato Flours,"Products of the milling industry; malt, starches, inulin, wheat gluten",1432.0,0.0003637222604627299,0.6954732510288066
Legume Flours,"Products of the milling industry; malt, starches, inulin, wheat gluten",1026681.0,0.26077285900428493,0.6954732510288066
Malt,"Products of the milling industry; malt, starches, inulin, wheat gluten",135180.0,0.034335178190888146,0.6954732510288066
Starches,"Products of the milling industry; malt, starches, inulin, wheat gluten",184483.0,0.04685794258166606,0.6954732510288066
Wheat Gluten,"Products of the milling industry; malt, starches, inulin, wheat gluten",43733.0,0.011108006715654027,0.6954732510288066
Trees and other live plants,Vegetable Products,142811418.0,0.057471196260485025,6.2592592592592595
Bulbs and Roots,Trees and other live plants,601122.0,0.008014508729728458,1.5648148148148149
Other Live Plants,Trees and other live plants,75004223.0,1.0,1.5648148148148149
Cut Flowers,Trees and other live plants,29826311.0,0.39766175565874473,1.5648148148148149
Foliage,Trees and other live plants,37379762.0,0.49836876518272843,1.5648148148148149
Vegetable plaiting materials,Vegetable Products,535997.0,0.00021569976135963576,6.2592592592592595
Vegetable Plaiting Materials,Vegetable plaiting materials,17926.0,0.034601434938454384,3.1296296296296298
Other Vegetable Products,Vegetable plaiting materials,518071.0,1.0,3.1296296296296298
Vegetables and certain roots and tubers; edible,Vegetable Products,156464936.0,0.06296574301040991,6.2592592592592595
Potatoes,Vegetables and certain roots and tubers; edible,25469.0,0.00024098948053335537,0.4470899470899471
Tomatoes,Vegetables and certain roots and tubers; edible,153035.0,0.0014480280008411024,0.4470899470899471
Onions,Vegetables and certain roots and tubers; edible,268808.0,0.002543480320515536,0.4470899470899471
Cabbages,Vegetables and certain roots and tubers; edible,1723116.0,0.016304245543158867,0.4470899470899471
Lettuce,Vegetables and certain roots and tubers; edible,361385.0,0.003419450446525055,0.4470899470899471
Root Vegetables,Vegetables and certain roots and tubers; edible,9743869.0,0.09219717808689248,0.4470899470899471
Cucumbers,Vegetables and certain roots and tubers; edible,263399.0,0.0024922999797010194,0.4470899470899471
Legumes,Vegetables and certain roots and tubers; edible,50964.0,0.0004822249749068249,0.4470899470899471
Other Vegetables,Vegetables and certain roots and tubers; edible,34108518.0,0.32273721129932864,0.4470899470899471
Frozen Vegetables,Vegetables and certain roots and tubers; edible,1272269.0,0.012038299321084122,0.4470899470899471
Preserved Vegetables,Vegetables and certain roots and tubers; edible,1085629.0,0.010272298431895482,0.4470899470899471
Dried Vegetables,Vegetables and certain roots and tubers; edible,998976.0,0.009452381613148896,0.4470899470899471
Dried Legumes,Vegetables and certain roots and tubers; edible,724388.0,0.006854210523561829,0.4470899470899471
